user_id,matched_user_id,action,timestamp,text_score,mbti_score,location_score
U008,U046,1,2026-03-31 03:11:00,6.780095369215029,100,30
U009,U056,1,2026-03-18 14:43:00,24.571730893636058,50,30
U009,U066,1,2026-04-19 17:24:00,29.77096862972943,50,100
U009,U041,1,2026-03-05 14:22:00,16.068788654403942,50,30
U009,U062,0,2026-02-18 23:48:00,26.58776363291332,50,30
U009,U018,0,2026-06-19 13:39:00,10.938278916444117,50,30
U009,U058,0,2026-01-05 07:13:00,2.927151480239472,50,30
U009,U051,1,2026-06-02 01:28:00,48.88344453299075,70,30
U009,U097,0,2026-06-30 01:15:00,15.007951617709839,50,30
U010,U084,1,2026-02-05 16:18:00,15.405168521530793,100,100
U010,U026,0,2026-05-28 10:36:00,31.487600923628378,50,30
U010,U030,0,2026-06-22 10:15:00,33.116236031905515,50,30
U010,U018,0,2026-02-06 21:33:00,22.472065097767306,50,30
U010,U057,0,2026-03-18 08:03:00,14.025835932979502,50,30
U010,U041,0,2026-06-01 23:58:00,17.531851795475692,70,30
U010,U093,0,2026-06-23 13:35:00,8.28006762854708,70,30
U010,U022,1,2026-03-30 20:42:00,21.995277584140656,100,30
U011,U032,0,2026-05-18 15:15:00,22.79774435918683,50,30
U011,U060,1,2026-03-18 22:09:00,16.26902018934572,50,30
U011,U029,0,2026-01-15 17:26:00,4.528232739147941,50,30
U011,U087,1,2026-05-23 16:08:00,29.370136112442534,50,30
U011,U059,1,2026-03-07 06:21:00,52.002350384803755,50,30
U011,U067,0,2026-04-26 11:05:00,3.8375123412403136,50,30
U011,U047,0,2026-02-18 01:17:00,21.858048886013073,50,30
U011,U079,0,2026-06-04 19:02:00,16.93051273910869,50,30
U012,U100,0,2026-03-27 09:58:00,22.364177801077986,50,30
U012,U020,0,2026-02-18 23:07:00,9.277862916465493,50,30
U012,U050,0,2026-05-03 07:44:00,30.482553279356917,50,30
U012,U035,0,2026-02-22 12:58:00,20.485657138842384,50,30
U012,U057,0,2026-03-24 09:24:00,16.262567681543132,100,30
U012,U033,0,2026-06-16 11:19:00,10.142202706812,100,30
U012,U096,0,2026-05-12 15:29:00,3.2129780770081067,50,30
U012,U026,0,2026-05-01 10:58:00,10.672675583577284,50,30
U013,U039,0,2026-03-08 17:59:00,23.561416098191845,50,30
U013,U047,1,2026-04-17 09:09:00,6.428480809290868,100,30
U013,U003,0,2026-02-28 12:36:00,24.171365804816713,100,30
U013,U022,1,2026-05-08 17:41:00,22.07450471383334,50,30
U013,U002,1,2026-03-28 08:48:00,18.179222300967638,50,30
U013,U053,1,2026-06-14 23:31:00,7.736992998204031,100,30
U013,U016,0,2026-04-01 05:08:00,12.92245736652722,50,30
U013,U043,1,2026-05-06 05:58:00,3.210609112644261,50,30
U014,U064,0,2026-06-21 01:48:00,31.498109712236555,50,30
U014,U022,0,2026-02-05 20:14:00,10.729054688043425,50,100
U014,U094,0,2026-02-08 00:13:00,32.927803261203096,50,100
U014,U017,0,2026-04-06 01:39:00,5.458419250513067,100,30
U014,U037,0,2026-06-07 15:42:00,11.877968121051442,50,30
U014,U011,0,2026-01-02 17:35:00,16.744641255311006,100,30
U014,U059,0,2026-01-05 16:46:00,12.681054037305914,50,30
U014,U063,0,2026-03-15 00:32:00,23.486643125392362,50,30
U015,U041,0,2026-02-08 07:12:00,21.054991968373674,50,30
U015,U004,1,2026-03-06 11:17:00,32.39434900079103,50,30
U015,U058,0,2026-01-21 11:25:00,20.50362025415647,50,30
U015,U053,0,2026-03-04 22:14:00,9.313359904966827,100,30
U015,U042,0,2026-01-21 20:54:00,17.826449147077454,50,30
U015,U066,1,2026-01-09 02:25:00,18.827847983559,50,30
U015,U005,0,2026-05-22 15:03:00,10.240085064706879,50,30
U015,U083,0,2026-06-29 05:05:00,20.135789426287428,50,30
U016,U035,1,2026-05-16 01:14:00,39.27261303873848,100,30
U016,U005,0,2026-06-27 18:30:00,7.179679317716584,100,30
U016,U056,0,2026-01-20 21:59:00,23.551978761942074,50,30
U016,U047,0,2026-05-20 18:42:00,18.014467359534773,50,30
U016,U086,0,2026-03-22 00:13:00,15.009483600633002,50,30
U016,U069,0,2026-04-12 02:19:00,22.066064917437863,50,30
U016,U090,0,2026-03-03 18:53:00,4.746875144156805,50,30
U016,U001,1,2026-06-23 17:21:00,26.4055249859088,70,30
U017,U032,0,2026-03-30 01:06:00,5.412769106382516,50,30
U017,U003,0,2026-01-20 10:38:00,23.208357753080875,50,30
U017,U009,1,2026-06-02 12:49:00,6.710590471551245,100,30
U017,U036,0,2026-06-12 08:50:00,17.80471077468722,50,30
U017,U054,1,2026-05-06 07:22:00,8.293009450039632,100,30
U017,U094,0,2026-04-07 13:11:00,8.727996222651731,50,30
U017,U062,0,2026-06-19 12:05:00,5.195684822323289,50,30
U017,U055,0,2026-03-17 07:45:00,2.0659374632130323,50,30
U018,U016,1,2026-03-23 11:06:00,41.614151633759604,50,100
U018,U028,0,2026-03-20 14:23:00,11.66774887650425,50,30
U018,U040,0,2026-01-27 04:05:00,23.88920652373893,50,30
U018,U059,0,2026-04-25 17:35:00,13.748467856151045,100,30
U018,U039,0,2026-01-27 00:05:00,8.082974845213254,50,30
U018,U029,0,2026-01-24 19:38:00,10.259302604843526,50,30
U018,U063,1,2026-04-09 00:18:00,23.628829778528885,100,100
U018,U046,0,2026-01-22 23:57:00,29.99029008472866,100,30
U019,U082,0,2026-02-05 08:19:00,21.492434598520923,50,30
U019,U073,0,2026-02-07 02:10:00,5.064338638094914,50,30
U019,U009,0,2026-04-18 09:30:00,13.00097882303161,50,30
U019,U022,1,2026-04-03 08:15:00,26.1744885479144,100,30
U019,U085,1,2026-05-07 19:39:00,15.614682024178899,100,30
U019,U095,0,2026-01-28 04:19:00,19.28156743943043,50,30
U019,U031,0,2026-04-12 10:53:00,17.18642110583116,50,30
U019,U030,0,2026-03-26 14:21:00,27.296955623104246,50,30
U020,U060,0,2026-06-27 06:30:00,17.563829443895823,50,30
U020,U046,0,2026-04-12 10:18:00,31.276405361756897,100,30
U020,U074,0,2026-06-12 15:36:00,3.3321454541485185,50,30
U020,U075,1,2026-03-25 12:17:00,49.95541463853655,50,30
U020,U014,1,2026-04-11 11:07:00,18.25468768459058,50,30
U020,U098,1,2026-02-21 18:34:00,21.174801895231838,100,30
U020,U077,0,2026-05-21 00:46:00,23.224741806780226,50,100
U020,U029,0,2026-02-23 14:51:00,21.148674811185465,50,30
U021,U087,0,2026-02-05 20:19:00,20.833113942597407,50,30
U021,U056,0,2026-06-18 04:45:00,10.743539237725717,50,30
U021,U052,0,2026-04-07 02:28:00,19.461289435886854,50,30
U021,U074,1,2026-05-03 18:25:00,9.311633888143831,50,30
U021,U079,0,2026-06-27 13:34:00,4.453192432566889,50,30
U021,U027,0,2026-04-03 22:57:00,12.717353233236434,100,30
U021,U017,1,2026-06-02 20:58:00,18.93258362944273,100,30
U021,U024,0,2026-03-05 21:42:00,32.77930126843926,50,30
U022,U018,0,2026-03-26 13:06:00,17.806828002768725,50,30
U022,U096,0,2026-03-08 07:32:00,28.18171685445785,50,30
U022,U099,1,2026-05-23 18:44:00,36.11921461069761,50,30
U022,U004,0,2026-04-25 11:25:00,18.571614421359815,50,30
U022,U072,0,2026-06-23 18:44:00,21.908017036102148,50,30
U022,U034,0,2026-03-30 00:30:00,8.18266692332231,50,30
U022,U095,0,2026-04-17 02:07:00,25.623951749639723,50,30
U022,U089,0,2026-02-06 11:19:00,4.27272440259901,50,30
U023,U086,0,2026-06-28 14:20:00,8.139118025345693,50,30
U023,U082,0,2026-01-12 22:07:00,17.035919495704043,50,30
U023,U053,1,2026-03-29 20:06:00,37.666209559932355,50,30
U023,U035,0,2026-02-12 23:15:00,23.14431070294652,50,30
U023,U043,0,2026-05-22 05:21:00,11.737826703876394,50,30
U023,U092,1,2026-04-29 07:51:00,27.196497839457447,50,30
U023,U054,0,2026-02-17 05:40:00,8.208179482742436,50,30
U023,U096,1,2026-04-12 00:47:00,6.936052437269838,50,100
U024,U062,0,2026-03-13 22:51:00,4.337227916706627,50,30
U024,U033,1,2026-05-28 03:51:00,23.019067256806526,100,30
U024,U016,1,2026-02-17 11:20:00,36.85093293405532,50,30
U024,U008,0,2026-01-30 08:42:00,29.828462027408186,50,30
U024,U034,1,2026-05-16 20:20:00,20.78500755359993,50,30
U024,U083,0,2026-06-06 12:37:00,10.245223831140903,50,30
U024,U089,0,2026-04-01 14:39:00,20.188806018066398,50,30
U024,U009,0,2026-06-22 22:51:00,7.537958905378714,50,30
U025,U070,0,2026-01-30 05:23:00,34.67115261551045,50,30
U025,U037,1,2026-05-11 12:26:00,12.027169472949247,100,30
U025,U052,0,2026-05-28 12:27:00,26.940924427413414,50,30
U025,U010,0,2026-06-12 17:44:00,24.595357935458324,50,30
U025,U036,1,2026-02-14 17:10:00,26.518408695373246,50,30
U025,U016,1,2026-02-05 05:20:00,61.99306360172822,50,30
U025,U084,0,2026-06-08 01:55:00,6.337935075972716,50,30
U025,U055,1,2026-01-03 15:08:00,16.73749520003403,100,100
U026,U043,0,2026-04-17 22:53:00,7.346858060362026,50,30
U026,U078,0,2026-02-12 02:36:00,34.19985943118491,50,30
U026,U037,0,2026-02-26 09:02:00,9.045079100872004,50,30
U026,U066,1,2026-05-18 09:10:00,14.107156961711297,50,30
U026,U013,0,2026-05-25 23:49:00,11.514216717879625,50,30
U026,U069,1,2026-05-21 16:07:00,24.437605649561352,50,100
U026,U098,0,2026-03-10 17:52:00,12.35332299235649,70,30
U026,U064,1,2026-05-19 01:48:00,25.924576625301775,100,30
U027,U054,1,2026-03-05 09:55:00,17.11898177235786,100,30
U027,U074,1,2026-04-26 08:22:00,10.36398094658554,50,30
U027,U037,1,2026-01-23 14:55:00,2.628779446900538,50,30
U027,U079,1,2026-03-02 06:51:00,27.935539787760028,50,30
U027,U009,1,2026-06-26 11:55:00,27.39175265290402,100,30
U027,U056,0,2026-06-11 13:10:00,21.450068372757052,50,30
U027,U001,1,2026-02-22 06:51:00,14.951858084263487,50,100
U027,U019,0,2026-03-31 17:17:00,34.23180757926668,50,30
U028,U092,0,2026-05-12 21:52:00,20.358175321624007,50,30
U028,U018,0,2026-04-16 01:17:00,11.66774887650425,50,30
U028,U042,1,2026-02-02 22:55:00,14.705576884981669,50,30
U028,U027,0,2026-02-07 22:20:00,25.287306135767366,70,30
U028,U081,1,2026-06-23 12:31:00,18.25825186373331,100,30
U028,U039,1,2026-06-11 08:40:00,33.896391148194674,50,30
U028,U044,0,2026-04-26 02:40:00,4.281302076107271,50,30
U028,U035,1,2026-01-24 12:32:00,22.342250637042564,50,100
U029,U092,0,2026-01-01 23:05:00,18.45016045316095,50,30
U029,U038,1,2026-04-28 20:42:00,28.045400365722923,50,30
U029,U057,0,2026-01-17 17:25:00,25.14181435701694,50,30
U029,U022,1,2026-04-20 06:31:00,19.18774108701645,100,100
U029,U076,0,2026-03-14 10:35:00,15.28801112587748,50,30
U029,U049,0,2026-05-25 15:50:00,9.405843737135838,50,30
U029,U030,0,2026-06-24 01:02:00,15.937596823082329,50,30
U029,U075,0,2026-04-28 00:07:00,23.05117932132779,50,30
U030,U043,1,2026-02-03 20:19:00,18.185932180677288,50,30
U030,U027,0,2026-03-12 02:41:00,7.2106079824374145,50,30
U030,U013,0,2026-01-22 11:42:00,11.541322059264123,50,30
U030,U079,1,2026-02-12 01:25:00,4.421910573664535,50,30
U030,U017,0,2026-06-29 07:27:00,13.854569874561445,50,30
U030,U004,0,2026-06-30 03:00:00,4.696195534584084,50,30
U030,U024,0,2026-01-20 04:37:00,30.4675969335826,50,30
U030,U072,0,2026-06-24 14:00:00,8.077895019020229,50,30
U031,U028,0,2026-01-19 07:24:00,13.86792107068427,50,100
U031,U099,0,2026-01-27 03:20:00,21.172091755568122,50,100
U031,U097,0,2026-03-18 04:24:00,2.6332549035023214,50,30
U031,U076,1,2026-02-04 20:43:00,12.694438875933168,50,30
U031,U055,0,2026-05-16 18:00:00,23.128699942036206,100,30
U031,U068,1,2026-02-12 14:22:00,17.923185459778793,100,30
U031,U051,1,2026-06-10 23:09:00,13.622599183218867,50,30
U031,U092,1,2026-06-07 21:28:00,14.0363706162254,50,30
U032,U002,0,2026-04-20 10:50:00,7.637039923808429,50,30
U032,U040,1,2026-03-12 20:05:00,48.87383121992115,50,30
U032,U046,0,2026-06-03 19:46:00,24.311900850701164,50,30
U032,U041,0,2026-06-26 00:54:00,10.824455003723465,70,30
U032,U049,1,2026-03-19 06:33:00,7.859909760589934,50,100
U032,U065,0,2026-02-18 23:25:00,27.144876438859544,70,30
U032,U092,0,2026-01-14 07:31:00,11.763692979418229,50,30
U032,U053,0,2026-03-03 15:40:00,16.49885636451683,50,30
U033,U006,1,2026-04-10 18:26:00,34.767329778022244,70,30
U033,U091,0,2026-06-24 05:48:00,26.1778016708679,50,30
U033,U067,0,2026-01-19 00:37:00,19.89784774795141,50,30
U033,U015,1,2026-03-09 06:02:00,29.213888000325806,50,30
U033,U052,1,2026-04-12 16:18:00,31.23591076251151,50,30
U033,U048,0,2026-05-09 13:27:00,11.914833805134977,100,30
U033,U035,0,2026-01-22 20:34:00,17.415440760374263,50,30
U033,U020,0,2026-02-09 08:05:00,25.321184972162218,50,30
U034,U073,0,2026-05-31 20:48:00,6.180291987757301,50,30
U034,U068,1,2026-06-24 20:04:00,5.007242342501636,50,30
U034,U072,0,2026-04-22 23:54:00,2.9364034637286056,50,30
U034,U001,0,2026-03-04 02:59:00,8.445594861662112,50,30
U034,U062,0,2026-04-27 19:38:00,7.945840897357867,50,30
U034,U060,0,2026-06-20 23:42:00,18.037682172143622,50,30
U034,U013,1,2026-01-31 00:45:00,14.409821708136212,50,30
U034,U064,0,2026-01-03 05:31:00,22.691749307853026,50,100
U035,U001,0,2026-03-10 23:56:00,15.259490741691234,100,30
U035,U045,0,2026-01-08 10:51:00,3.898386271766871,50,30
U035,U097,1,2026-05-15 02:16:00,4.5624288596924645,100,30
U035,U068,1,2026-05-28 20:04:00,27.671826246899723,50,30
U035,U099,0,2026-05-11 11:03:00,17.042879479520547,70,100
U035,U057,0,2026-05-26 05:23:00,3.285088988050458,50,30
U035,U049,0,2026-01-27 18:43:00,22.895723609960076,50,30
U035,U040,1,2026-02-28 23:32:00,8.359216425038204,100,100
U036,U095,0,2026-02-08 05:59:00,12.65441952007793,70,30
U036,U013,1,2026-01-10 17:51:00,22.009292284868486,50,30
U036,U055,1,2026-06-17 13:14:00,4.279693682576797,50,30
U036,U048,0,2026-04-17 23:20:00,31.98374399942199,50,30
U036,U020,0,2026-01-20 18:23:00,8.340852085952957,100,30
U036,U002,0,2026-06-22 01:11:00,21.614654657424527,50,100
U036,U043,1,2026-05-13 01:25:00,60.26074024840871,50,30
U036,U077,0,2026-04-30 09:49:00,21.27733749825503,100,30
U037,U046,1,2026-03-19 23:39:00,37.19644307041875,50,100
U037,U029,0,2026-04-05 18:31:00,20.21219994339817,100,30
U037,U043,1,2026-02-20 23:57:00,14.13767189893809,50,30
U037,U057,0,2026-03-04 04:00:00,2.9854991701374622,100,30
U037,U062,1,2026-01-07 07:34:00,40.446908887764884,50,100
U037,U039,0,2026-06-27 00:21:00,33.4968862459552,50,30
U037,U002,0,2026-06-18 12:54:00,22.940122814034996,50,30
U037,U082,1,2026-03-20 03:13:00,26.47784548948977,50,30
U038,U026,0,2026-03-13 02:02:00,26.0462219189061,50,30
U038,U062,1,2026-05-14 13:44:00,10.85439879296762,100,30
U038,U079,1,2026-04-28 23:05:00,21.63758797999629,50,30
U038,U016,0,2026-05-10 04:40:00,29.522413865819924,50,30
U038,U045,0,2026-01-20 18:36:00,17.96934565546042,50,30
U038,U065,0,2026-06-19 04:15:00,27.654260599798807,50,30
U038,U095,0,2026-03-22 12:44:00,12.375908489858368,50,30
U038,U007,1,2026-03-25 10:28:00,23.055951126227026,50,30
U039,U076,0,2026-01-28 05:28:00,12.374263008258454,50,30
U039,U089,0,2026-04-15 03:34:00,6.431380668023023,50,30
U039,U088,0,2026-02-23 14:19:00,30.502202427278498,50,30
U039,U005,0,2026-01-31 02:10:00,17.017826584507073,70,30
U039,U075,0,2026-03-19 22:44:00,24.025251102957608,50,30
U039,U054,1,2026-02-25 10:09:00,25.207232673506148,50,30
U039,U091,0,2026-03-05 11:25:00,29.580327721555012,50,30
U039,U012,0,2026-06-23 09:16:00,24.95832428375134,50,30
U040,U001,0,2026-04-29 03:51:00,18.189080860237304,70,30
U040,U054,1,2026-02-01 00:03:00,10.437046812513536,100,30
U040,U042,0,2026-02-26 04:12:00,4.269391923612295,50,30
U040,U037,1,2026-04-06 21:40:00,13.572589903120914,50,100
U040,U062,1,2026-01-22 18:37:00,11.474151077139183,50,100
U040,U034,0,2026-01-20 00:04:00,23.14319642454412,50,30
U040,U085,0,2026-06-15 14:51:00,13.44247095164912,50,30
U040,U097,0,2026-03-26 03:02:00,12.617136531478867,50,30
U041,U043,0,2026-04-08 21:27:00,15.494644725910403,50,30
U041,U036,0,2026-02-24 05:17:00,26.451096129099415,50,30
U041,U090,0,2026-02-08 01:39:00,20.298988634920924,50,30
U041,U065,0,2026-03-04 20:18:00,1.6511420762766298,70,30
U041,U094,0,2026-05-21 15:03:00,3.2301870680013405,70,30
U041,U100,0,2026-04-09 04:26:00,16.730307395295327,50,30
U041,U056,0,2026-05-15 07:40:00,12.65682229130929,50,100
U041,U063,1,2026-05-20 00:24:00,33.08024723891335,50,30
U042,U064,0,2026-04-10 08:11:00,2.921572425675884,50,30
U042,U033,0,2026-06-02 07:01:00,12.963727193729504,70,30
U042,U003,1,2026-03-13 01:51:00,38.01221812926579,50,30
U042,U017,1,2026-05-16 11:49:00,28.937552562424294,50,30
U042,U071,0,2026-03-01 05:06:00,9.09249507160127,50,30
U042,U088,0,2026-03-03 08:34:00,25.072479230573276,50,100
U042,U020,1,2026-01-15 07:36:00,22.696935786960108,50,30
U042,U027,1,2026-04-10 11:59:00,13.515091364285434,50,30
U043,U077,1,2026-01-08 22:44:00,15.51001868323728,50,30
U043,U029,0,2026-05-26 18:09:00,15.383684379984372,50,30
U043,U038,0,2026-02-18 15:34:00,18.950961436118718,50,30
U043,U087,0,2026-05-06 01:05:00,29.755086452708646,50,30
U043,U096,1,2026-06-04 07:01:00,40.602604970020785,50,30
U043,U009,1,2026-01-01 10:58:00,36.433067086908515,50,100
U043,U068,0,2026-02-03 10:45:00,26.707119511976078,50,30
U043,U094,0,2026-03-24 01:01:00,30.808330004706114,50,30
U044,U082,1,2026-01-19 11:45:00,18.263053429602603,50,30
U044,U042,1,2026-04-12 18:06:00,8.160757539148959,50,30
U044,U021,0,2026-03-24 04:10:00,17.54450712896214,50,30
U044,U057,0,2026-04-22 20:31:00,21.025930796117745,50,30
U044,U045,0,2026-02-14 22:35:00,11.917094233056844,50,30
U044,U013,0,2026-06-07 11:14:00,6.450635349183943,50,30
U044,U060,0,2026-02-14 12:19:00,17.45664099461145,50,30
U044,U072,0,2026-03-17 04:11:00,17.478847400154095,50,30
U045,U039,1,2026-05-26 01:11:00,23.116758456431246,50,30
U045,U016,0,2026-06-06 07:40:00,18.382680302917052,50,30
U045,U001,0,2026-05-08 04:21:00,2.8910058109829833,50,30
U045,U057,1,2026-03-02 11:20:00,17.995930746584992,100,30
U045,U033,0,2026-01-23 22:42:00,25.36288747605874,100,30
U045,U066,0,2026-03-27 14:00:00,12.85917202691636,50,30
U045,U010,0,2026-03-05 22:04:00,39.7335326405671,50,30
U045,U004,0,2026-01-28 23:00:00,10.851564570853538,50,100
U046,U031,1,2026-04-07 11:34:00,9.274086456358646,50,100
U046,U064,0,2026-05-03 18:41:00,32.19684133474089,100,30
U046,U010,1,2026-02-27 05:28:00,32.084624125874385,50,30
U046,U024,0,2026-01-09 09:01:00,18.60500368779111,50,30
U046,U005,0,2026-01-27 02:21:00,8.323272331660512,50,30
U046,U001,0,2026-04-07 05:46:00,15.06012967016028,50,30
U046,U049,0,2026-01-24 10:38:00,23.352676773860157,50,30
U046,U099,1,2026-05-04 22:01:00,22.668527533845815,50,100
U047,U089,0,2026-02-22 06:26:00,31.93209088430407,50,100
U047,U060,0,2026-05-19 08:42:00,15.321427023011799,50,30
U047,U012,0,2026-03-02 03:03:00,33.73731977904607,50,30
U047,U062,0,2026-05-21 15:09:00,24.767452290394974,50,30
U047,U044,0,2026-01-01 13:05:00,17.683606998417723,50,30
U047,U034,0,2026-06-19 20:38:00,15.236292131715363,50,30
U047,U019,0,2026-01-25 00:13:00,12.952320606645776,50,30
U047,U008,0,2026-03-16 02:30:00,14.279975986456565,50,30
U048,U033,0,2026-05-20 12:11:00,11.914833805134977,100,30
U048,U010,0,2026-04-08 11:11:00,10.493438211565113,100,30
U048,U066,0,2026-03-09 14:29:00,25.22144056074142,50,30
U048,U050,0,2026-03-10 18:03:00,24.224293377571595,50,30
U048,U063,0,2026-06-28 21:06:00,27.761757218612615,50,30
U048,U089,0,2026-03-30 17:26:00,15.866977187893552,50,30
U048,U085,1,2026-05-31 07:35:00,20.823765554553297,50,30
U048,U055,0,2026-04-10 16:26:00,8.942551824115762,50,30
U049,U088,1,2026-04-12 22:02:00,32.622373513566515,50,100
U049,U063,0,2026-05-13 18:43:00,28.94483524713083,50,30
U049,U027,1,2026-02-07 03:48:00,12.831670338221187,100,30
U049,U004,0,2026-02-12 06:51:00,24.062017444517306,100,30
U049,U011,0,2026-01-11 13:05:00,15.196280951051817,100,30
U049,U067,1,2026-04-22 06:52:00,13.245683997009536,50,30
U049,U050,0,2026-06-02 08:20:00,18.31584433504315,50,30
U049,U019,1,2026-01-18 02:24:00,31.067300414669933,50,30
U050,U007,1,2026-06-29 19:37:00,8.721096027877072,50,30
U050,U065,0,2026-04-18 03:26:00,6.7555557491695675,50,30
U050,U034,0,2026-05-26 18:37:00,10.331222560472561,100,30
U050,U018,1,2026-01-26 03:36:00,39.44360737598165,50,30
U050,U019,1,2026-03-15 17:56:00,23.619791424028676,50,100
U050,U030,0,2026-04-16 08:24:00,2.3313990865345873,50,30
U050,U099,0,2026-05-27 19:30:00,17.84647439102608,50,30
U050,U088,0,2026-03-12 12:09:00,6.625729016601981,70,30
U051,U089,0,2026-03-02 01:47:00,12.11068050910372,50,30
U051,U043,0,2026-03-10 11:01:00,18.849783720143932,50,30
U051,U045,0,2026-03-19 09:17:00,22.450001386510817,50,30
U051,U096,0,2026-06-28 21:06:00,16.572867993935358,50,30
U051,U061,1,2026-02-28 04:19:00,12.469977236313918,50,30
U051,U071,1,2026-04-24 10:17:00,9.803026847135833,50,30
U051,U066,0,2026-06-04 20:05:00,15.826347312600445,50,30
U051,U059,0,2026-02-24 13:47:00,0.7580493469376168,50,30
U052,U094,0,2026-03-21 22:32:00,29.65473073073028,50,30
U052,U036,1,2026-05-15 18:01:00,30.809408473302113,50,30
U052,U061,0,2026-02-21 01:15:00,13.53778745028333,100,30
U052,U096,1,2026-01-13 11:45:00,40.82627241527348,50,30
U052,U017,0,2026-04-05 14:32:00,16.379166798633683,50,30
U052,U010,0,2026-02-01 21:01:00,8.557090274589424,50,30
U052,U064,0,2026-05-06 19:28:00,24.45533330227862,50,30
U052,U055,0,2026-05-02 18:35:00,19.981059981443167,100,30
U053,U006,0,2026-01-08 12:03:00,13.850658656016929,100,30
U053,U030,0,2026-05-27 06:54:00,12.496405946312212,50,30
U053,U097,0,2026-02-27 21:13:00,34.886107870448555,50,30
U053,U038,0,2026-04-15 16:01:00,6.796564195444785,50,30
U053,U009,0,2026-06-24 00:30:00,21.772254847552734,50,30
